Auteur;P1;Ecole_pays_1;P_Dates;Id
GRAINDORGE;Ladislas graingorge (1826-1901) installé à rennes comme émailleur puis au rohu (commune de lanester dans le morbihan) où il fonde une importante manufacture. a sa mort sa faïencerie est gérée par son fils abel. son second fils, charles, fonde une faïencerie à dinan où ladislas travailla vers 1895-1898. en 1918, à la mort d'abel la fabrique de rohu est fermée et les moules vendus à la fabrique de malicorne (sarthe). a la mort de charles, en 1915, son fils edgar reprend l'entreprise jusqu'en 1923 et la cède progressivement à m.bazin à partir de 1919. c'est à la demande de lucien decombe (conservateur du musée d'archéologie de rennes) que ladislas graingorge réalisa entre 1895 et 1898 dix neuf pièces de faïences qu'il a exceptionnellement signé du monogramme ga (graingorge aîné). ses pièces sont inventoriées sous le numéro d'inventaire 898.19. (lire 'du nouveau dans le retro...', cat. expo. rennes, 1988, p. 43 et ss). ,;;1826-1901-1895-1898-1918-1915-1923-1919-1895-1898-898-19-1988-43;5795
GRAND ANTOINE;;;;13112
GRAND TONI;Gallargues-le-montueux, 1935, mouriès, 2005;FRANCE;1935-2005;6894
GRANDE TUILERIE DE BOURGOGNE;1861, 1967, en 1860, charles avril devient actionnaire de la tuilerie georges et compagnie située à montchanin et créée en 1858 puis en devient propriétaire quelques années plus tard. en 1879, il fonde la société anonyme de la grande tuilerie de bourgogne et développe rapidement un processus de fabrication et de manutention très mécanisé, en installant notamment des fours continus vers 1900. l'usine fusionne en 1938 avec la société des grandes tuileries bourguignonnes de chagny (société des grandes tuileries de bourgogne chagny-montchanin) elle-même absorbée par la société lambert frères en 1963. la tuilerie de montchanin ferme ses portes en 1967.;;1861-1967-1860-1858-1879-1900-1938-1963-1967;16215
GRANDET JOSEPH MAURICE;;;;8878
GRANDI GIUSEPPE DOMENICO;;ITALIE;;27533
GRANDJACQUET ANTOINE GUILLAUME;Reugney, 1731, rome, 1801;FRANCE;1731-1801;19856
GRANDMAISON CHARLES GEORGES DE;;FRANCE;;27534
GRANET PIERRE;Villenave-d'ornon, 1843, villenave-d'ornon, 1910;FRANCE;1843-1910;11945
GRANET ROSELINE;;FRANCE;;27539
GRANGE CLAUDE;Vienne, 1883, ?, 1971;FRANCE;1883-1971;14857
GRAS CASPAR;?, 1584, ?, 1674;TYROL;1584-1674;10793
GRASS PHILIPPE;Wolxheim, 1801, strasbourg, 1876;FRANCE;1801-1876;14385
GRASSET EDMOND;?, 1852, ?, 1880;FRANCE;1852-1880;8547
GRATRY MARGUERITE;;;;13359
GRAUX MARLY;;;;28288
GREBAUT N;;FRANCE;;27543
GREBER;;;;24293
GREBER CHARLES;;FRANCE;;27544
GREBER HENRI LEON;beauvais, 1854 mai 28, paris, 1941 juin 4;FRANCE;1854-28-1941-4;13230
GREBO;;;;8425
GRECK ANDRE;?, 1912, ?, 1993;;1912-1993;2479
GREFFIER RENE;;FRANCE;;27560
GREGOIRE JEAN LOUIS;Paris, 1840, ?,1890;FRANCE;1840-1890;506
GREGOIRE P;;;;18325
GREGOIRE RENE;;FRANCE;;27561
GREINER ANNIE;Strasbourg, 1953, femme;FRANCE;1953;2028
GRESSET FELIX;?, 1917, vaux-et-chantegrue, 1993;FRANCE;1917-1993;11344
GREVIN ALFRED;;FRANCE;;27568
GRIFFOUL;;;;41482
GRIFFOUL & CIE;;;;35260
GRIFFOUL & LORGE;;;;6012
GRIFFOUL DORVAL BERNARD;toulouse, 1788, toulouse, 1861;;1788-1861;9488
GRIFFUL;;;;27285
GRINCOURT L;xxe siècle;;;13706
GROOTAERS LOUIS GUILLAUME;nantes, 1816, montaigu, 1881;;1816-1881;16688
GROS ANTOINE JEAN BARON;;;;1713
GROS HENRY;;FRANCE;;27571
GROSS JOSEPH;;;;15917
GROUT MAZEAS;;;;10255
GRUET;;;;24097
GRUET AD AANE;;;;24844
GRUET E JEUNE;;;;36248
GRUET EDMOND;;;;24724
GRUNFELD THOMAS;Opladen (république fédérale d'allemagne), 1956;;1956;10190
GRUYERE THEODORE CHARLES;Paris, 1814, paris, 1885;FRANCE;1814-1885;8507
GSELL HANS;Haguenau, 1884, savonnières-devant-bar, 1915;FRANCE;1884-1915;1793
GUARIN ALBERT LOUIS JOSEPH;;FRANCE;;27643
GUASCH AGUSTI;Barcelone, 1913;;1913;6917
GUENIOT ARTHUR;;;;36031
GUEPIN ANTOINE;sculpteur au xviième siècle;;;9583
GUERE;;;;12127
GUERIN ALBERT LOUIS JOSEPH;Caen, ?;;;3696
GUERIN EMMANUEL;;FRANCE;;27574
GUERIN GEORGES ISIDORE;sens, 1846, ?, 1874, nationalité : française;;1846-1874;27578
GUERIN GILLES;Paris, vers 1606, paris, 1678;FRANCE;1606-1678;447
GUERIN LOUIS;reims, 19e siècle, ?, 1856, nationalité : française;CHAMPAGNE;19-1856;27644
GUERLAIN EUGENE;saint-pierre-lès-calais, ?, ?, ?;FRANCE;;13208
GUETROT LOUIS;Oucques, 1809, niort, 1870;;1809-1870;16309
GUETROT RENE FRANÇOIS;;;;16311
GUIARD LAURENT;Chaumont-en-bassigny, 1723, carrare, 1788;FRANCE;1723-1788;21652
GUICHARD;Paris, 18e siècle, élève de pajou et de vincent, participe au salon de 1802 à 1822;FRANCE;18-1802-1822;18047
GUIDI DOMENICO;torano, 1625, rome, 1701, nationalité : italienne;ITALIE;1625-1701;27581
GUILHOMET JEAN;Connu à partir de 1465, mort vers 1516-1517;FRANCE;1465-1516-1517;21047
GUILLAIN SIMON;Paris, 1581, paris, 1658;FRANCE;1581-1658;21427
GUILLAUME;;FRANCE;;27582
GUILLAUME EMILE OSCAR;Paris, 1867, ?, 1942;FRANCE;1867-1942;12871
GUILLAUME EUGENE;Montbard, 1822, rome, 1905;FRANCE;1822-1905;27583
GUILLAUME JEAN BAPTISTE CLAUDE;;;;27583
GUILLAUME JEAN BAPTISTE CLAUDE EUGENE;Montbard, 1822, paris, 1905;FRANCE;1822-1905;8050
GUILLAUME MAURICE;autun, 1920, anet, 2015, nationalité : française#godard : l'origine de cette fonderie, encore en activité aujourd'hui à malakoff, est mal connue. elle est pourtant assez récente, puisqu'ouverte à la fin du 19ème siècle ou au début du 20ème par un certain désiré godard. cette affaire familiale produisit un certain nombre de bronzes de carpeaux, bourdelle, maillol et picasso et travailla pour le musée rodin, utilisant aussi bien la fonte à la cire perdue que la fonte au sable. émile godard, le fils du fondateur, racheta en 1962 l'ancienne fonderie bisceglia à malakoff où il installa ses ateliers. (source : http:--www.aracade.net-statuaire_d_edition.htm, septembre 2008);;1920-2015-19-20-1962-2008;8114
GUILLEMIN EMILE CORIOLA HYPPOLYTE;paris, 1841, 1907, sculpteur de bustes, statues, groupes. parmi ses oeuvres : buste d'auguste luchet, littérateur (1873 - bronze - cimetière du père lachaise, à paris), une série de bustes en bronze parmi lesquels : femme mauresque (1877), jeune fille kurde (1879), jeune fille du caire (1880), #etablissements durenne : fondée en 1836 par denizet, l'usine de sommevoire (haute-marne) est dirigée par viry, zégut, durenne et petit, avant d'être reprise par antoine durenne (1822 - 1895) en 1858, date du développement de la production de fontes d'art. l'entreprise reprend d'autres sociétés : wassy, gaillac, bar-le-duc, auteuil, et le val d'osne en 1931. son siège est à paris jusqu'en 1986. la qualité des fontes d'art de durenne est consacrée pour la première fois lors de l'exposition universelle de 1862, à paris. la société participe à toutes les expositions universelles jusqu'en 1900 et à plusieurs expositions internationales (porto, rome, philadelphie, amsterdam, le caire...). elle est récompensée par des diplômes d'honneur et des médailles d'or. à plusieurs reprises, durenne est hors-concours et membre du jury. de nombreuses commandes publiques en bronze ou en fonte de fer couronnent son savoir-faire. à paris : une partie du décor du trocadéro lors de l'exposition universelle de 1878, aujourd'hui sur le parvis du musée d'orsay (le cheval à la herse par rouillard, l'éléphant pris au piège par frémiet, l'afrique par delaplanche, l'amérique du nord par hiolle, l'océanie par mathurin moreau), deux des quatre chevaux ailés du pont alexandre iii par frémiet (1900), le monument à pierre 1er de serbie par réal del sarte, l'éclairage de la place de la concorde et des champs elysées... ailleurs : des éléments de la fontaine des girondins de bordeaux par dumilâtre, la fontaine monumentale d'édimbourg par klagmann et de très nombreux autres monuments. pour l'édition en série, l'entreprise fait appel à des sculpteurs de renom comme bartholdi, hélène bertaux, capellaro, carrier-belleuse, delabrière, klagmann, rouillard... plusieurs catalogues, souvent publiés à l'occasion des expositions universelles, montrent la diversité de l'offre de durenne (environ 700 planches pour le catalogue 1889 qui ne comprend pas tous les modèles). cette diversité se retrouve dans l'important fonds de modèles en plâtre ou en fonte conservé par ghm. malgré la présence d'oeuvres à l'étranger, la stratégie commerciale est essentiellement orientée vers le marché national, assurant à l'entreprise une présence forte dans des milliers de communes françaises, tant en ce qui concerne les fontes d'art ou d'ornement que l'éclairage ou les monuments aux morts. en 1968, la société durenne et du val d'osne fusionne avec la société générale de fonderie et la compagnie des compteurs pour créer la société ghm (générale d'hydraulique et de mécanique). après le dépôt de bilan de ghm en 1986, les usines de wassy et sommevoire sont reprises par le groupe lang-ferry qui pérennise la production de fontes d'art et de mobilier urbain sous le label société nouvelle ghm. elle rachète le fonds de modèles et le magasin des fontes d'art de dommartin en 1989. l'usine de sommevoire a complété son offre de mobilier urbain classique avec des modèles contemporains conçus par des designers prestigieux comme wilmotte, rota, chemetov, fortier.;FRANCE;1841-1907-1873-1877-1879-1880-1836-1822-1895-1858-1931-1986-1862-1900-1878-1900-1-700-1889-1968-1986-1989;17536
GUILLEMIN GUSTAVE;;FRANCE;;27611
GUILLEN BALMES RAMON;Barcelone (espagne), 1954, barcelone (espagne), 2001;;1954-2001;10170
GUILLERMAIN;;;;11838
GUILLET MARIE;;;;24576
GUILLEUX RENE;;FRANCE;;27613
GUILLOIS FRANÇOIS PIERRE;;FRANCE;;27622
GUILLOT;;FRANCE,NANCY;;27623
GUILLOT & GRIFFOUL;;;;28230
GUILLOT ANATOLE;etigny, 1865, mort en 1911;FRANCE;1865-1911;5221
GUILLOT FRANÇOIS;nancy, 1709, nancy, 1796;;1709-1796;8793
GUILLOUX;;;;5668
GUILLOUX ALPHONSE;Rouen, 1852, bois-guillaume, 1939;;1852-1939;12624
GUINGOT HENRI;Nancy, 1897, epinal, 1952;FRANCE, LORRAINE;1897-1952;27627
GUINO MICHEL;Paris, 1926;FRANCE;1926;13922
GUINO RICHARD;;FRANCE;;27634
GUIRAUD RIVIERE MAURICE;Toulouse, 1881, ?;FRANCE;1881;1794
GUISSET RENE;Céret, 1930, ?, 1993;FRANCE;1930-1993;11248
GUMERY ALPHONSE;paris, 1827, paris, 1871;;1827-1871;14063
GUMERY CHARLES ALPHONSE ACHILLE;Paris, 1827, paris, 1871;FRANCE;1827-1871;8518
GUSTANCS PIMIENTA;Paris, 1888, ?;FRANCE;1888;1847
GUTFREUND OTTO;dvùre kràlové nad labem, 1889, ?, 1927;REPUBLIQUE TCHEQUE;1889-1927;6388
GUTMANN EGON;Eguisheim, 1894, ?;FRANCE;1894;1795
GUYBERT NICOLAS;Mentionné à chartres de 1524 à 1548;FRANCE;1524-1548;21430
GUYOT G L;;;;26243
GUYOT GEORGES;;FRANCE;;27641
GUYOT YVES;;;;18301
GUZMAN ALBERTO;Talara, 1927;PEROU;1927;6799
GWEZENNEG GERARD;Rennes (ille-et-vilaine), 1941, artiste se définissant comme un 'glaneur d'épaves'. retravaille notammment ce qu'il trouve sur les plages, surtout des bois flottés.;FRANCE;1941;18678
GYYOKEI;;;;8773
H B;;;;7938
H G;;;;7933
HAGBOLT JACOB;;ALLEMAGNE;;27649
HAGUENAU NICOLAS DE;Documenté à strasbourg à partir de 1485 - mort entre 1526 et 1538;SAINT EMPIRE ROMAIN GERMANIQUE, RHIN SUPERIEUR, STRASBOURG;1485-1526-1538;27651
HAIRON CHARLES;;FRANCE;;27653
HAJDU ETIENNE;turda, 1907, bagneux, 1996, nationalité : française;FRANCE;1907-1996;789
HALBERGHUTTE;;;;15885
HALBOUT DU TANNEI;;;;27656
HALBOUT DU TANNEY GEORGES;;;;27657
HALBOUT GEORGES;;FRANCE;;27656
HALEVY LEONIE;;FRANCE;;27658
HALLO CHARLES JEAN;Lille, 1882, senlis, 1969;;1882-1969;27659
HALOU ALFRED JEAN;blois, 1875, paris, 1939;FRANCE;1875-1939;60
HALOU ALFRED JEAN BAPTISTE PAUL;blois, 1829, blois, 1891;FRANCE;1829-1891;20435
HALY JEAN BAPTISTE;?, ?, ?, 1774;FRANCE;1774;1667
HAMARD GEORGES;;FRANCE;;27672
HAMM HENRI;;FRANCE;;27675
HANCOCK WALTER;;ETATS-UNIS;;27678
HANNAUX EMMANUEL;Metz, 1855, ?;FRANCE;1855;1975
HAPASKA SIOBHAN;Belfast (irlande), 1963, femme;;1963;10221
HARDY JEAN;Nancy, 1653, versailles, 1737;FRANCE;1653-1737;448
HARRICH SC;;FRANCE;;27682
HARVA CHARLES;;;;8128
HASSE ADOLPHE;19e siècle;;19;1490
HAURIO M J;;;;41499
HAUTOT RACHEL LUCY;Fermanville, 1882, tunis, 1935, femme;;1882-1935;18697
HAVILAND CHARLES;sèvres, 1835, choisy-le-roi, 1909#dalou : ?, 1835, ?, 1909, il a travaillé à la manufacture de sèvres de 1888 à 1905#manufacture haviland. atelier de la rue blomet, paris, vers 1882-1884. sous la direction de ernest chaplet;FRANCE;1835-1909-1835-1909-1888-1905-1882-1884;8015
HEBERT EMILE;;;;685
HEBERT PIERRE;Villabé (91), 1804, paris, 1869;FRANCE;91-1804-1869;8056
HEBERT PIERRE EMILE EUGENE;paris, 12 octobre 1828, paris, 1893, dit hébert fils;;12-1828-1893;685
HEBRARD;;;;9744
HEBRARD A A;;;;22539
HEBRARD ADRIEN AURELIEN;;;;9074
HEBRARD L A;;;;36242
HEBRONI JOSEPH;Jérusalem, 1888, flensburg, 1963;ISRAEL;1888-1963;1796
HEERICH ERWIN;Cassel, 1922;ALLEMAGNE;1922;14143
HEESEN CHRISTIAAN WILLEM;Winterswijk, 1958;PAYS-BAS;1958;27685
HEESEN WIM;;;;27685
HEGEDUS FRANCK;;;;27686
HEMELEER JASPER DE;Malines, 1587, malines, vers 1637;FLANDRES;1587-1637;17958
HEMLER JASPER DE;;BELGIQUE;;18627
HENNEGUY;;FRANCE;;27687
HENNET DE BUTTET JEANNE;;FRANCE;;27691
HENNET DE GOUTEL JEANNE;;;;27691
HENNI ABDELHAKIM;Dunkerque, 1963;FRANCE;1963;11115
HENNINGER JEAN;Strasbourg, 1916, strasbourg, 1994;FRANCE;1916-1994;1799
HENRIOT;;;;616
HENRIOT JULES;;;;23780
HENRIQUES RABA RAOUL;;FRANCE;;8619
HENRY PIERRE;;;;18304
HERAIN FRANÇOIS DE;;FRANCE;;27694
HERARD GERARD LEONARD;Liège, vers 1637, paris, 1675;FRANCE;1637-1675;21434
HERAULT JEAN BAPTISTE;Connu de 1777 à 1805;FRANCE;1777-1805;20753
HERBERT CHARLES;Strasbourg, 1910, wissembourg, 2000;FRANCE;1910-2000;1804
HERBIN AUGUSTE;Quiévy, 1882, paris, 1960;FRANCE;1882-1960;1805
HERNANDEZ GREGORIO;;ESPAGNE,BURGOS;;27695
HERNANDEZ MATEO;bejar, 1884, meudon, 1949, nationalité : hispanique;;1884-1949;10325
HEROLD GEORG;Iéna, 1947;ALLEMAGNE;1947;2205
HEROLD MAX;;FRANCE;;27696
HERPIN LOUIS JACQUES;Paris, 1748, paris, ?;FRANCE;1748;13257
HERTZBERG HALFDAN;;NORVEGE;;27697
HESSELBARTH LOUIS;Saverne, 1893, saverne, 1976;FRANCE;1893-1976;1806
HETZEL RENE;Strasbourg, 1902, strasbourg, 1972;FRANCE;1902-1972;1808
HEUVELMANS LUCIENNE ANTOINETTE;"un christ en bronze au musée d'histoire et d'archéologie d'ath et une pax armata sur le monument aux morts de leuze. après avoir suivi des cours du soir de sculpture, elle est admise à l'école nationale supérieure des beaux-arts en 1904 où elle devient l'élève des sculpteurs laurent marqueste (1848 - 1920), emmanuel hannaux (1855 - 1934) et denys puech (1854 -1942). lucienne heuvelmans devient en juillet 1911 la première femme à obtenir un grand prix de rome avec pour sujet ""oreste endormi"", après avoir été premier second grand prix en 1910. admise à la villa médicis, elle y séjournera de janvier 1912 à décembre 1914. le concours était ouvert aux femmes depuis 1903. à son retour en france, elle est nommée professeur de dessin dans les écoles de la ville de paris. elle installe son atelier au rez-de-chaussée et à l'entresol du 17, rue des tournelles dans l'aile arrière de l'hôtel de rohan-guémené dont la façade principale donne sur la place des vosges dans le 4e arrondissement.elle participe régulièrement aux expositions du salon des artistes français où elle obtient une mention honorable en 1907 puis une médaille de bronze en 1921, ainsi qu'au salon des artistes décorateurs au grand palais entre 1926 et 1933. de 1924 à 1926, elle honore des commandes pour la manufacture de sèvres. lucienne heuvelmans reçoit les insignes de chevalier de la légion d'honneur en 1926 au titre du ministère des beaux-arts (décret du 22 mai 1926). au début des années 1930, elle s'installe en bretagne à saint-cast-le-guildo. elle se spécialise dans la mythologie antique et l'art religieux. décédée en 1944 à l'âge de 63 ans, elle repose au cimetière du père-lachaise. surtout connue pour ses sculptures, elle a également illustré divers ouvrages de poésies. ses œuvres portent la signature l. heuvelmans";FRANCE;1904-1848-1920-1855-1934-1854-1942-1911-1910-1912-1914-1903-17-4-1907-1921-1926-1933-1924-1926-1926-22-1926-1930-1944-63;8579
HIES GEZA;Budapest, 1884, ?;HONGRIE;1884;1811
HILBERT GEORGES;nemours, 1900-04-22, ?, 1982-09-06, nationalité : française;FRANCE;1900-04-22-1982-09-06;8980
HILDEBRAND ADOLF ERNST VON;Marbourg, 1847, munich, 1921;ALLEMAGNE;1847-1921;1985
HILL ANTHONY;Londres, 1930;ROYAUME-UNI;1930;14151
HINGRE LOUIS THEOPHILE;;FRANCE;;27698
HIOLLE ERNEST EUGENE;Paris, 1834, bois-le-roi, 1886;FRANCE;1834-1886;8531
HIORNS ROGER;Birmingham, 1975;ROYAUME-UNI;1975;8745
HIRON ERNEST;;FRANCE;;27704
HOETGER BERNHARD;;ALLEMAGNE;;27705
HOFFMAN MALVINA;;ETATS-UNIS;;27712
HOFFMANN MARTIN;Bâle, 1507 (cité à partir de), bâle, 1530-1531;RHIN SUPERIEUR,BALE;1507-1530-1531;27715
HOGOMMAT;;FRANCE;;27717
HOHWILLER;;;;35717
HOMS SERGE;;;;6552
HONEGGER GOTTFRIED;Zurich, 1917;SUISSE;1917;14220
HONLARD CAMILLE;;FRANCE;;27718
HONORE PIERRE HENRI FELIX;1908 (?);FRANCE;1908;8594
HOUDAIN ANDRE D';;FRANCE;;27719
HOUDON JEAN ANTOINE;versailles, 1741, paris, 1828, nationalité : française;FRANCE;1741-1828;768
HOUGENADE;?, ?;FRANCE;;20674
HOULLEVIGNE ANNE;20e siècle, femme;FRANCE;20;8629
HOURSOLLE PIERRE;;FRANCE;;27743
HOUSSAYE FREDERIC;Paris, 1827, paris, 1899;;1827-1899;19770
HOUSSIN EDOUARD;douai, 1847, paris, 1917;FRANCE;1847-1917;10559
HOUSSIN EDOUARD CHARLES MARIE;Douai, 1847, paris, 1919;FRANCE;1847-1919;10597
HOUZELOT ALPHONSE;;FRANCE;;27771
HOYAU CHARLES;Connu dans la région du mans de 1627 à 1644;FRANCE;1627-1644;20360
HUBAC LOUIS JOSEPH;Toulon, 1776, toulon, 1830;FRANCE;1776-1830;21468
HUBERT R;;;;24754
HUET ALEXANDRE;autun, 1847, autun, 1905;;1847-1905;2664
HUEZ JEAN BAPTISTE CYPRIEN D';Arras, 1728, paris, 1793;FRANCE;1728-1793;21469
HUGOULIN EMILE;;FRANCE;;27775
HUGUENIN JEAN PIERRE VICTOR;Dôle, 1802, paris, 1860;FRANCE;1802-1860;162
HUGUENIN VICTOR;?, 1802, ?, 1860, nationalité : française;FRANCE;1802-1860;27777
HUGUES DOMINIQUE JEAN BAPTISTE;Marseille, 1849, paris, 1930;FRANCE;1849-1930;8544
HUGUES JEAN;;;;13210
HUGUES JEAN BAPTISTE;marseille, 1849-04-15, paris, 1930-10-28;FRANCE;1849-04-15-1930-10-28;13210
HULIN O;;FRANCE;;27790
HURTRELLE SIMON;Béthune, 1648, gennevilliers, 1724;FRANCE;1648-1724;21470
HUSSON HONORE JEAN ARISTIDE;?, 1803, ?, 1864;FRANCE;1803-1864;8499
HUTIN CHARLES FRANÇOIS;Paris, 1715, dresde, 1776;FRANCE;1715-1776;21471
HUTINOT PIERRE;Paris, 1616, paris, 1679;FRANCE;1616-1679;21472
HUY JEAN PEPIN DE;Connu de 1314 à 1329;FRANCE;1314-1329;17578
HYATT HUNTTINGTON ANNA;;;;16545
HYBER FABRICE;Luçon, 1961;FRANCE;1961;13091
HYBERT FABRICE;;;;13091
IBO;;;;14821
ICARD HONORE;;FRANCE;;27791
ICHE RENE;;;;8120
IDRAC JEAN ANTOINE MARIE;Toulouse, 1849, paris, 1884;FRANCE;1849-1884;8542
IMBERT;;FRANCE;;27796
IMOTO ATSUSHI;Tokyo, 1915, paris, 1984;JAPON;1915-1984;6800
INCA;;;;7217
INCONNU;blois, 1875, paris, 1939;;1875-1939;16620
INGE CHARLES JULES;;;;20726
INGE ETIENNE GERMAIN;;;;20726
INGRES JEAN AUGUSTE DOMINIQUE;;;;2677
INJALBERT ANTOINE;?, 1845, ?, 1933, nationalité : française#siot-decauville : entre 1881 et 1926, paris, famille de fondeurs : edmond-gustave siot (1841-1908) épouse elise decauville en 1865, s'établit comme fondeur d'art sous le nom siot-decauville, entre 1888 et 1891, association avec le fondeur léon perzinka, sous la signature siot et perzinka, spécialiste de patines colorées, à sa mort, sa veuve et son fils paul (1867-?) lui succèdent, jusqu'à la cessation d'activité en 1926 (cf. e. lebon, 2003, p. 232-235). 1900 : salon de vente au 24 bd des italiens à paris. fonderies au 8-10 rue villehardouin à saint-denis. avant 1926 la maison est transférée au 63 avec victor emmanuel iii. catalogue des bronzes et objets d'art [source : orsay].;FRANCE;1845-1933-1881-1926-1841-1908-1865-1888-1891-1867-1926-2003-232-235-1900-24-8-10-1926-63;27797
INJALBERT JEAN ANTOINE;Béziers, 1845, paris, 1933;FRANCE;1845-1933;8543
INV25143;;;;27828
IO F F;;;;7877
IOMMI ENIO;Rosario, 1926;ARGENTINE;1926;14148
IPOUSTEGUY;Dun-sur-meuse, 1920, dun-sur-meuse, 2006;FRANCE;1920-2006;13916
IRVOY AIME;Vendôme, 1824, grenoble, 1898;FRANCE;1824-1898;14355
IRVOY AIME CHARLES;;;;16269
ISAACS JOHN;Lancaster (royaume-uni), 1968;;1968;10202
ISELIN HENRI FREDERIC;Clairegoutte, 1825, paris, 1905;FRANCE;1825-1905;16067
J F E;;;;16190
JABER;M'saken, 1938;TUNISIE;1938;11578
JABER AL MAHJOUB;;;;11578
JABOEUF;;;;27185
JABOEUF & BEZOUT;;;;5416
JABOEUF & CIE;;;;22312
JABOEUF & ROUARD;;;;27769
JABOEUF ROBERT A;;FRANCE;;507
JACOB;;;;3684
JACOBSEN ROBERT;Copenhague, 1912, egtved, 1993;DANEMARK, FRANCE;1912-1993;27823
JACOBSEN ROBERT JULIUS;Copenhague, 1912, egtved, 1993;DANEMARK;1912-1993;6856
JACQUEMART ALFRED;Paris, 1824, paris, 1896;FRANCE;1824-1896;20555
JACQUEMART HENRI ALFRED MARIE;Paris, 1824, paris, 1896;FRANCE;1824-1896;13012
JACQUES PIERRE;?, 1520, ?, 1596, nationalité : française;REIMS;1520-1596;27827
JACQUES THEODORE JOSEPH NAPOLEON;Paris, 1804, paris, 1876;FRANCE;1804-1876;21475
JACQUET ACHILLE;;;;16587
JACQUET MATHIEU;Avon, vers 1545, paris, vers 1611;FRANCE;1545-1611;21476
JACQUET MATHIEU  D'APRES UN DESSIN D'ANTOINE CARON CONSERVE AU LOUVRE;;FRANCE;;27828
JACQUIER REMY;Chambéry (savoie), 1972;;1972;10219
JACQUIN ROBERT CHARLES;20e siècle;FRANCE;20;18451
JACQUIO PONCE;;;;19880
JACQUIOT PONCE;Rhetel, connu à partir de 1527, paris, 1572;FRANCE;1527-1572;19880
JACQUOT CHARLES JOSEPH;Bains, 1865, 1930;FRANCE;1865-1930;17434
JACQUOT GEORGES;Nancy, 1794, paris, 1874;FRANCE;1794-1874;615
JAECKLE CHARLES;?, 1872, ?, 1923;FRANCE;1872-1923;1953
JAGGER CHARLES SARGEANT;1885, 1934#sculpteur anglais, prix de rome en 1914. connu pour ses monuments aux morts;;1885-1934-1914;13732
JALEY JEAN LOUIS;Paris, 1802, neuilly-sur-seine, 1866;FRANCE;1802-1866;13013
JALEY JEAN LOUIS NICOLAS;Paris, 1802, neuilly-sur-seine, 1866;FRANCE;1802-1866;8496
JALGUIER A;;FRANCE;;27831
JAMIN PIERRE;;FRANCE;;27832
JAMIN PIERRE CHARLES;Nîmes, 1872, saint-julien-les-villas, 1965;FRANCE;1872-1965;17435
JAMNITZER HANS;?, 1539, ?, 1603;ALLEMAGNE;1539-1603;7874
JANCO MARCEL;Bucarest, 1895, tel aviv, 1984;ROUMANIE;1895-1984;1813
JANNELLE JEAN BAPTISTE;Attesté depuis 1735, paris, 1764;FRANCE;1735-1764;20476
JANNELLE LE JEUNE;;;;20476
JANNIN E;;;;3731
JANNIOT ALFRED AUGUSTE;paris, 1889 juin 13, neuilly-sur-seine, 1969 juillet 18;;1889-13-1969-18;13218
JANSON CHARLES;;;;27848
JANSON LOUIS CHARLES;Arcis-sur-aube, 1823, paris, 1881;FRANCE;1823-1881;27847
JANVIER & BERCHOT;;;;23794
JARRY GABRIEL;;;;26819
JAY EMILE PIERRE;Grenoble, 1859, ?, 1936;FRANCE;1859-1936;14396
JAYET CLEMENT;langres, 1731, lyon, 1804;;1731-1804;27859
JEAN DE CAMBRAI;;FRANCE;;27861
JEAN DE CHARTRES;;;;21047
JEAN PEPIN DE HUY;Connu de 1314 à 1329;FRANCE;1314-1329;20792
JEANCLOS GEORGES;paris, 1933, paris, 1999;;1933-1999;10845
JEANKELEWITCH GEORGES;;;;13918
JEANKELOWITSCH GEORGES;Paris, 9 avril 1933, paris, 30 mars 1997;FRANCE;9-1933-30-1997;8623
JEANNENEY PAUL;Strasbourg, 1861, saint-amand-en-puisaye, 1920;FRANCE;1861-1920;1988
JEANNEST LOUIS FRANÇOIS;;;;24141
JESPERS OSCAR;Anvers, 1887, bruxelles, 1970;BELGIQUE;1887-1970;14119
JOACHIM;;FRANCE;;27862
JOFFRE FELIX MATHIEU;1903, 1989;FRANCE;1903-1989;8595
JOHAN VON ACH;sculpteur actif à strasbourg entre 1495 et 1505;;1495-1505;4477
JOHN SIR WILLIAM GOSCOMBE;;ANGLETERRE;;27863
JOLLET & CIE;;;;9741
JOLLY ADOLPHE GUSTAVE;paris, 1826, ?, 1876 après;FRANCE;1826-1876;13285
JOLY AINE;;;;12717
JOLY FONDERIE;;;;24731
JONCA GERARD;Elne, 1957;FRANCE;1957;6916
JONCHERE EVARISTE;Coulonges, 1892, 1956;FRANCE;1892-1956;8591
JONCHERY CHARLES;;FRANCE;;27867
JONCHERY EMILE;?, 1873, ?, 1907;;1873-1907;8659
JOSSE PASCAL;?, 1964;FRANCE;1964;27872
JOUANDOT AMEDEE;;FRANCE;;27873
JOUARD ATHANASE;?, 1815, paris, 1842;FRANCE;1815-1842;21490
JOUET MICHEL;;;;14879
JOUFFROY FRANÇOIS;Dijon, 1806, laval, 1882;FRANCE;1806-1882;8501
JOULAIN;;FRANCE;;27880
JOULAIN E;;FRANCE;;27881
JOURDE;;FRANCE;;27883
JOURJON TOUSSAINT FRANÇOIS;?, 1809, rennes, 1857;FRANCE;1809-1857;14400
JOURNIAC MICHEL;Paris, 1935, paris, 1995;;1935-1995;10250
JOUVRAY MADELEINE;femme, travailla pour rodin entre 1902 et 1910. vivait encore en 1928;FRANCE;1902-1910-1928;13177
